"post_title","post_name","post_parent","ID","post_content","post_excerpt","post_status","post_password","menu_order","post_date","post_author","comment_status","sku","parent_sku","children","downloadable","virtual","stock","regular_price","sale_price","weight","length","width","height","tax_class","visibility","stock_status","backorders","sold_individually","low_stock_amount","manage_stock","tax_status","upsell_ids","crosssell_ids","purchase_note","sale_price_dates_from","sale_price_dates_to","download_limit","download_expiry","product_url","button_text","images","downloadable_files","product_page_url","meta:total_sales","meta:_global_unique_id","tax:product_brand","tax:product_type","tax:product_visibility","tax:product_cat","tax:product_tag","tax:product_shipping_class","tax:pos_product_visibility","attribute:pa_lense-type","attribute_data:pa_lense-type","attribute_default:pa_lense-type"
"شوارفسكي #8","شوارفسكي-8","","2704","","","Published","","0","2025-02-13 07:58:27","1","open","","","","no","no","","30","","","","","","","","instock","no","no","","no","taxable","","","","","","","","","","https://jeepoo.com/wp-content/uploads/2025/02/GHGaXAneQRpHgFbJZ3ro0xPtJfQ0K38rp5fwtQfU.webp ! alt :  ! title : GHGaXAneQRpHgFbJZ3ro0xPtJfQ0K38rp5fwtQfU.webp ! desc :  ! caption : ","","https://jeepoo.com/shop-2/dahab/%d8%b4%d9%88%d8%a7%d8%b1%d9%81%d8%b3%d9%83%d9%8a-8/","","","","simple","","Dahab","","","","","",""
"صابرين جراي #7","صابرين-جراي-7","","2703","","","Published","","0","2025-02-13 07:58:27","1","open","","","","no","no","","30","","","","","","","","instock","no","no","","no","taxable","","","","","","","","","","https://jeepoo.com/wp-content/uploads/2025/02/JoleBKqUtWUqiiKbQEYZUuZHKpiTtgajRXZWCuUg.webp ! alt :  ! title : JoleBKqUtWUqiiKbQEYZUuZHKpiTtgajRXZWCuUg.webp ! desc :  ! caption : ","","https://jeepoo.com/shop-2/dahab/%d8%b5%d8%a7%d8%a8%d8%b1%d9%8a%d9%86-%d8%ac%d8%b1%d8%a7%d9%8a-7/","","","","simple","","Dahab","","","","","",""
"صابرين سول #6","صابرين-سول-6","","2702","","","Published","","0","2025-02-13 07:58:27","1","open","","","","no","no","","30","","","","","","","","instock","no","no","","no","taxable","","","","","","","","","","https://jeepoo.com/wp-content/uploads/2025/02/uVTmcuN4Yo5UPt4qQH9dpd6XGuNel6mj437Pz3ZP.webp ! alt :  ! title : uVTmcuN4Yo5UPt4qQH9dpd6XGuNel6mj437Pz3ZP.webp ! desc :  ! caption : ","","https://jeepoo.com/shop-2/dahab/%d8%b5%d8%a7%d8%a8%d8%b1%d9%8a%d9%86-%d8%b3%d9%88%d9%84-6/","","","","simple","","Dahab","","","","","",""
"صابرين جراي جرين #5","صابرين-جراي-جرين-5","","2701","","","Published","","0","2025-02-13 07:58:27","1","open","","","","no","no","","30","","","","","","","","instock","no","no","","no","taxable","","","","","","","","","","https://jeepoo.com/wp-content/uploads/2025/02/ahTD5uD5wug6vBwNZJrkyFv3mJglqaL93t03zTzH.webp ! alt :  ! title : ahTD5uD5wug6vBwNZJrkyFv3mJglqaL93t03zTzH.webp ! desc :  ! caption : ","","https://jeepoo.com/shop-2/dahab/%d8%b5%d8%a7%d8%a8%d8%b1%d9%8a%d9%86-%d8%ac%d8%b1%d8%a7%d9%8a-%d8%ac%d8%b1%d9%8a%d9%86-5/","","","","simple","","Dahab","","","","","",""
"سولتير #4","سولتير-4","","2700","","","Published","","0","2025-02-13 07:58:27","1","open","","","","no","no","","30","","","","","","","","instock","no","no","","no","taxable","","","","","","","","","","https://jeepoo.com/wp-content/uploads/2025/02/fXmfJpq5OuEISSr5Ia9v7RgSEh8XnUo61whBTSWw.webp ! alt :  ! title : fXmfJpq5OuEISSr5Ia9v7RgSEh8XnUo61whBTSWw.webp ! desc :  ! caption : ","","https://jeepoo.com/shop-2/dahab/%d8%b3%d9%88%d9%84%d8%aa%d9%8a%d8%b1-4/","","","","simple","","Dahab","","","","","",""
"لومير جراي #3","لومير-جراي-3","","2699","","","Published","","0","2025-02-13 07:58:27","1","open","","","","no","no","","30","","","","","","","","instock","no","no","","no","taxable","","","","","","","","","","https://jeepoo.com/wp-content/uploads/2025/02/wbiqaxaCAJUHZHTtpOCMOZYSfyZOiSl3lZsgmglm.webp ! alt :  ! title : wbiqaxaCAJUHZHTtpOCMOZYSfyZOiSl3lZsgmglm.webp ! desc :  ! caption : ","","https://jeepoo.com/shop-2/dahab/%d9%84%d9%88%d9%85%d9%8a%d8%b1-%d8%ac%d8%b1%d8%a7%d9%8a-3/","","","","simple","","Dahab","","","","","",""
"لومير هازل #2","لومير-هازل-2","","2698","","","Published","","0","2025-02-13 07:58:27","1","open","","","","no","no","","30","","","","","","","","instock","no","no","","no","taxable","","","","","","","","","","https://jeepoo.com/wp-content/uploads/2025/02/JpcyF0e09o6S5sg9CbU0UfiHsDsKcJXzHGLYOqvi.webp ! alt :  ! title : JpcyF0e09o6S5sg9CbU0UfiHsDsKcJXzHGLYOqvi.webp ! desc :  ! caption : ","","https://jeepoo.com/shop-2/dahab/%d9%84%d9%88%d9%85%d9%8a%d8%b1-%d9%87%d8%a7%d8%b2%d9%84-2/","","","","simple","","Dahab","","","","","",""
"لومير بلو #1","لومير-بلو-1","","2697","","","Published","","0","2025-02-13 07:58:27","1","open","","","","no","no","","30","","","","","","","","instock","no","no","","no","taxable","","","","","","","","","","https://jeepoo.com/wp-content/uploads/2025/02/sbLs3mbATvb8ysYuDvkPxlkm8N727YX2ccAbkzxJ.webp ! alt :  ! title : sbLs3mbATvb8ysYuDvkPxlkm8N727YX2ccAbkzxJ.webp ! desc :  ! caption : ","","https://jeepoo.com/shop-2/dahab/%d9%84%d9%88%d9%85%d9%8a%d8%b1-%d8%a8%d9%84%d9%88-1/","","","","simple","","Dahab","","","","","",""
"Avaira Vitality® Monthly clear lenses","avaira-vitality-monthly-clear-lenses","","2696","<img class=""alignright wp-image-1768 size-full"" src=""https://lensestodoor.com/wp-content/uploads/2024/09/Avaira-Vitality®.webp"" alt="""" width=""600"" height=""650"" />","<h5 class=""title--page"">Avaira Vitality®</h5>
&nbsp;","Published","","0","2025-02-13 07:58:27","1","closed","","","","no","no","","30","","","","","","","","instock","no","no","","no","taxable","","","","","","","","","","https://jeepoo.com/wp-content/uploads/2025/02/Untitled-design.webp ! alt :  ! title : Untitled-design.webp ! desc :  ! caption : ","","https://jeepoo.com/shop-2/avira/avaira-vitality-monthly-clear-lenses/","","","","simple","","Avira|Contact lenses","Clear Contact lenses|Medical lenses","","","","",""
"Biomedics® 55 Evolution عدد 6 عدسات بالعبوة . شهرية","biomedics-55-evolution-عدد-6-عدسات-بالعبوة-شهرية","","2695","&nbsp;
<div class=""practitioner-product__product-description"">
<div class=""practitioner-product__features"">
<h6 class=""field-label"">Features</h6>
<ul class=""practitioner-product__practitioner-product-callout-list practitioner-product-callout-list-item-items"">
 	<li class=""prac-product-callout-list-item practitioner-product__prac-product-callout-list practitioner-product--full__prac-product-callout-list field_type--text even""><i class=""fa fa-check""></i>Advanced aspheric optical design provides crisp visual clarity</li>
 	<li class=""prac-product-callout-list-item practitioner-product__prac-product-callout-list practitioner-product--full__prac-product-callout-list field_type--text even""><i class=""fa fa-check""></i>Patented tapered edge technology provides patient comfort</li>
 	<li class=""prac-product-callout-list-item practitioner-product__prac-product-callout-list practitioner-product--full__prac-product-callout-list field_type--text even""><i class=""fa fa-check""></i>Light is focused more accurately on the fovea for greater clarity across the power range</li>
</ul>
</div>
</div>
<div class=""practitioner-product__product-information"">
<div id=""product-details"" class=""practitioner-product__details"">

Product Details
<div class=""practitioner-product__details__table"">
<p class=""label"">Material / H<sub>2</sub>0 content</p>

<div class=""item"">ocufilcon D / 55%</div>
<p class=""label"">UV protection</p>

<div class=""item"">Yes</div>
<p class=""label"">Replacement schedule</p>

<div class=""item"">Monthly</div>
<p class=""label"">Oxygen transmissibility</p>

<div class=""item"">28.1 Dk/t (at -3.00D)</div>
<p class=""label"">Revenue carton size</p>

<div class=""item"">6-pack blisters</div>
<p class=""label"">Design</p>

<div class=""item"">Asphere</div>
<p class=""label"">Base curve</p>

<div class=""item"">8.8</div>
<p class=""label"">Diameter</p>

<div class=""item"">14.2</div>
<p class=""label"">Sphere power</p>

<div class=""item"">-0.50D to -10.00D (0.50D steps after -6.00D)</div>
<div class=""row"">

Wearing schedule
<p class=""items item-count--1"">Daily</p>

</div>
</div>
</div>
</div>","عدد 6 عدسات بالعبوة الواحدة إستخدام شهري","Published","","0","2025-02-13 07:58:27","1","closed","","","","no","no","","25","","","","","","","","instock","no","no","","no","taxable","","","","","","","","","","https://jeepoo.com/wp-content/uploads/2025/02/packshot24-biomedics-55-evolution_0.webp ! alt :  ! title : packshot24-biomedics-55-evolution_0.webp ! desc :  ! caption : ","","https://jeepoo.com/shop-2/biomedics/biomedics-55-evolution-%d8%b9%d8%af%d8%af-6-%d8%b9%d8%af%d8%b3%d8%a7%d8%aa-%d8%a8%d8%a7%d9%84%d8%b9%d8%a8%d9%88%d8%a9-%d8%b4%d9%87%d8%b1%d9%8a%d8%a9/","","","","simple","","Biomedics|Contact lenses","","","","","",""
